OBJECTID,INTERSECTION,COUNT_DATE,ST_NAME1,ST_SEGMENT_DIR1,ST_SEGMENT_ADT1,ST_NAME2,ST_SEGMENT_DIR2,ST_SEGMENT_ADT2,ST_NAME3,ST_SEGMENT_DIR3,ST_SEGMENT_ADT3,ST_NAME4,ST_SEGMENT_DIR4,ST_SEGMENT_ADT4,ST_NAME5,ST_SEGMENT_DIR5,ST_SEGMENT_ADT5,INTERSECTION_ADT,YearCount,HyperlinkPDF,GlobalID
2516,DAVID CHRISTIAN PL & FLEMING RD,1393286400000,FLEMING RD,NORTH,6992,FLEMING RD,SOUTH,6833,DAVID CHRISTIAN PL,WEST,25,DAVID CHRISTIAN PL,EAST,303, , ,0,14153,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/DAVIDCHRISTIAN-FLEMINGRD.pdf,{AF5832EF-9BA4-4875-AE4A-16380FC6C874}
2517,N EDGEWORTH ST & W FRIENDLY AVE,1401753600000, ,,NA,EDGEWORTH ST,SOUTH,15158,,,NA,FRIENDLY AVE,EAST,16195, , ,0,31353,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/EDGEWORTH-FRIENDLY.pdf,{9AC5E108-472A-43DE-B9DA-DB46B86D8F57}
2518,ELWELL AVE & PHILLIPS AVE,1399334400000,DRIVEWAY,NORTH,366,ELWELL AVE,SOUTH,1879,PHILLIPS AVE,WEST,3839,PHILLIPS AVE,EAST,3104, , ,0,9188,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/ELWELL-PHILLIPS.pdf,{31873743-DC0F-4CC1-BB5D-577C03C6008D}
2519,FERNWOOD DR & LAWNDALE DR,1396310400000,LAWNDALE DR,NORTH,11713,LAWNDALE DR,SOUTH,8822,FERNWOOD DR,WEST,2681,FERNWOOD DR,EAST,349, , ,0,23565,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/FERNWOOD-LAWNDALE.pdf,{251F1BA7-7441-441F-872B-15360E073D4D}
2520,FIRESTONE DRWY & BATTLEGROUND AVE,1403136000000,DRIVEWAY,NORTH,196,FIRESTONE DRWY,SOUTH,1043,BATTLEGROUND AVE,WEST,20349,BATTLEGROUND AVE,EAST,19974, , ,0,41562,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BATTLEGROUND-FIRESTONE.pdf,{773F70F6-C0C1-474B-B6DE-3DD06D821722}
2521,E FRIENDLY AVE & E MARKET ST,1435104000000,MARKET ST,NORTH,18254,MARKET ST,SOUTH,7488,FRIENDLY AVE,WEST,19369,FRIENDLY AVE,EAST,8633, , ,0,26872,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/FRIENDLY-MARKET.pdf,{A3589A35-E83D-40F1-9C66-E187388075F8}
2522,GREEN VALLEY RD & WESTOVER TER,1396310400000,WESTOVER TER,NORTH,10792,WESTOVER TER,SOUTH,9698,GREEN VALLEY RD,WEST,6250,PEMBROKE RD,EAST,5586, , ,0,32326,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/GREENVALLEY-WESTOVER.pdf,{7473C10F-6F91-4A90-BCF7-F3BE1B3E0226}
2523,GREEN VALLEY RD & WESTOVER TER,1416441600000,WESTOVER TER,NORTH,11230,WESTOVER TER,SOUTH,9505,GREEN VALLEY RD,WEST,6594,PEMBROKE RD,EAST,5672, , ,0,33001,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/GREENVALLEY-WESTOVER11-20.pdf,{5F60097E-34F3-48C5-BC8F-55027E758F2E}
2524,HOLDEN RD & MARKET ST,1391644800000,HOLDEN RD ,NORTH,9403,HOLDEN RD,SOUTH,7767,MARKET ST,WEST,7165,MARKET ST,EAST,5993,NA,NA,NA,30328,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/HOLDEN-MARKET2014.pdf,{736E85D8-A346-484E-99C7-2D47C265CCCA}
2525,PATTON AVE & MLK DR,1375142400000,MLK DR,NORTH,10695,MLK DR,SOUTH,9190,ALAMANCE CHURCH RD,WEST,2997,PATTON AVE,EAST,5925, , ,0,28807,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/MLKDR-PATTONAVE.pdf,{6471AAC2-F425-43DC-9BAC-521C2B1ABE04}
2526,PINENEEDLE DR & SUMMIT AVE,1375747200000,SUMMIT AVE,NORTH,3225,SUMMIT AVE,SOUTH,1238,PINENEEDLE DR,WEST,3073,BRIGHTWOOD SCHOOL RD,EAST,1637, , ,0,9173,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/PINENEEDLE-SUMMIT.pdf,{A9BC9634-0949-488B-ADFA-903F757F037C}
2527,PISGAH CHURCH RD & SHOPS AT N ELM ST,1357776000000,DRIVEWAY STORES,NORTH,771,SHOPS N ELM ST,SOUTH,1138,PISGAH CHURCH RD,WEST,11178,PISGAH CHURCH RD,EAST,10423, , ,0,23510,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/PISGAHCHURCHRD-SHOPSNELMST.pdf,{4C053A7B-65F9-43D9-98ED-9D036601686A}
2528,S ELM-EUGENE & PATTON AVE,1362614400000,S ELM EUGENE,NORTH,11107,S ELM EUGENE,SOUTH,10284,DRIVEWAY,WEST,410,PATTON AVE,EAST,1993, , ,0,23794,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/PATTON-ELMEUGENE2013.pdf,{BA388A44-532E-46AD-AA55-86DAD31D7C90}
2529,LEES CHAPEL RD & SOUTHERN WEBBING MILL RD,1387238400000, ,NORTH,0,SOUTHERN WEBBING MILL RD,SOUTH,870,LEES CHAPEL RD,WEST,5012,LEES CHAPEL RD,EAST,4178, , ,0,10060,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/LEESCHAPEL-SOUTHERNWEBBING.pdf,{A31977A8-4ABC-44A1-AE2F-FA59A123161A}
2530,SUMMIT AVE & YANCEYVILLE ST,1381968000000,SUMMIT AVE,NORTH,6286,SUMMIT AVE,SOUTH,6531,YANCEYVILLE ST,WEST,2889,YANCEYVILLE ST,EAST,3091, , ,0,18797,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/SUMMIT-YANCEYVILLE.pdf,{DFBB9B30-3075-4858-B252-DADAD976410C}
2531,SUNSET DR & N ELM ST,1380585600000,ELM ST,NORTH,9132,ELM ST,SOUTH,8755,SUNSET DR,WEST,1575,SUNSET DR,EAST,279, , ,0,19741,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/ELM-SUNSET.pdf,{CE9E3827-CFE2-4FA5-976F-9CE7C008EC38}
2532,TANKERSLEY DR & N ELM ST,1381190400000,ELM ST,NORTH,9211,ELM ST,SOUTH,8338,,WEST,0,TANKERSLEY DR,EAST,1743, , ,0,19292,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/ELM-TANKERSLEY.pdf,{F3CFAD70-8AD7-4BA4-A0D9-380BE5E10F90}
2533,TERRELL ST & S ELM-EUGENE ST,1362960000000,ELM-EUGENE ST,NORTH,10605,ELM-EUGENE ST,SOUTH,8962,TERRELL ST,WEST,492,TERRELL ST,EAST,356, , ,0,20415,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/ELMEUGENE-TERRELL.pdf,{4751BA2F-C9AA-495F-9457-237A61ECC225}
2534,THORNDIKE RD & NC 68 HWY,1384819200000,NC 68 HWY N,NORTH,15040,NC 68 HWY S,SOUTH,13274,THORNDIKE RD,WEST,6526,,EAST,0, , ,0,34840,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/NC68-THORNDIKERD.pdf,{37C3B963-F00F-49B7-AE3D-5172C7BC258E}
2535,TRIAD CENTER RD & NC 68 HWY,1383782400000,NC-68,NORTH,17073,NC-68,SOUTH,19576,TRIAD CENTER DR,WEST,2788,,EAST,0, , ,0,39437,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/NC68-TRIADCENTER.pdf,{1539F12D-1CA4-45A0-B9F7-EDCA381B3B5B}
2536,US-29 & E CONE BLVD,1382918400000,EXIT RAMPS,NORTH,3334, ,SOUTH,NA,CONE BLVD,WEST,11426,CONE BLVD,EAST,12424, , ,0,27184,2013,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2013/CONEBLVE-US29.pdf,{87EDAF76-795F-4D65-BC59-CBFF89C368A1}
2537,AYCOCK ST & BENJAMIN PKWY,1399507200000,WESTOVER TERRACE,NORTH,22888,AYCOCK ST,SOUTH,18925,BENJAMIN PKWY,WEST,25083,BENJAMIN PKWY,EAST,15840, , ,0,41368,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/AYCOCK-BENJAMIN.pdf,{306B30D9-B335-4185-8BA1-14C432300461}
2538,BALLINGER RD & CHIMNEY ROCK RD,1410739200000,CHIMNEY ROCK RD,NORTH,1667,CHIMNEY ROCK RD,SOUTH,1282,BALLINGER RD,WEST,1250,BALLINGER RD,EAST,796, , ,0,4995,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BALLINGER-CHIMNEYROCK.pdf,{8A304F82-1D75-402B-ADC6-82959FA170E1}
2539,BATTLEGROUND AVE & W CONE BLVD,1396483200000,BATTLEGROUND AVE,NORTH,18460,BATTLEGROUND AVE,SOUTH,16541,BENJAMIN PKWY,WEST,10497,CONE BLVD,EAST,10096, , ,0,55594,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BATTLEGROUND-CONEBLVD.pdf,{D8029612-03C5-49F9-B300-5EC53612A450}
2540,BATTLEGROUND AVE & W CORNWALLIS DR,1396310400000,BATTLEGROUND AVE,NORTH,15721,BATTLEGROUND AVE,SOUTH,18520,CORNWALLIS DR,WEST,5279,CORNWALLIS DR,EAST,6753, , ,0,46273,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BATTLEGROUND-CORNWALLIS.pdf,{6AD4DE66-10B9-42A6-A1BE-3D97F6DBB5B6}
2541,BATTLEGROUND AVE & FERNWOOD DR,1395273600000,BATTLEGROUND AVE,NORTH,16588,BATTLEGROUND AVE,SOUTH,19655,FERNWOOD DR,WEST,105,FERNWOOD DR,EAST,491, , ,0,36839,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BATTLEGROUND-FERNWOOD.pdf,{EC7739BB-FA4E-40FA-A500-B1ED48B332FB}
2542,BATTLEGROUND AVE & MARKLAND DR,1396483200000,MARKLAND DR,NORTH,3582,MARKLAND DR,SOUTH,219,BATTLEGROUND AVE,WEST,16949,BATTLEGROUND AVE,EAST,18133, , ,0,38883,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BATTLEGROUND-MARKLAND.pdf,{650A4A97-214F-4373-AF44-A69A0A888703}
2543,BATTLEGROUND AVE & OAKCREST AVE,1396828800000,BATTLEGROUND AVE,NORTH,14855,BATTLEGROUND AVE,SOUTH,15481,OAKCREST AVE,WEST,1358,2500 BATTLEGROUND CENTER DRIVEWAY,EAST,240, , ,0,31934,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BATTLEGROUND-OAKCREST.pdf,{64F51368-1AD9-43EA-9C61-21607A7CFA98}
2544,BATTLEGROUND AVE & PEMBROKE RD,1416441600000,BATTLEGROUND AVE,NORTH,15611,BATTLEGROUND AVE,SOUTH,18528,PEMBROKE AVE,WEST,4131,PEMBROKE AVE,EAST,2918, , ,0,41188,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BATTLEGROUND-PEMBROKE.pdf,{40BD12AB-C435-4CE5-803E-26F09523F228}
2545,BB&T & BATTLEGROUND AVE,1403136000000, ,NORTH,0,BB&T DRIVEWAY,SOUTH,1954,BATTLEGROUND AVE,WEST,18884,BATTLEGROUND AVE,EAST,20678, , ,0,41516,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BB&TDRIVEWAY-BATTLEGROUND.pdf,{8263C504-4239-4604-AE93-15B0A6DF21B3}
2546,BELLEMEADE ST & N EDGEWORTH ST,1412640000000, ,NORTH,6392,EDGEWORTH ST,SOUTH,9339,BELLEMEADE ST,WEST,266,BELLEMEADE ST,EAST,921, , ,0,10526,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BELLEMEADE-EDGEWORTH.pdf,{8EE1FA39-D426-4D90-8FED-5226B84074A8}
2547,E BESSEMER AVE & N ELM ST,1400544000000,N. ELM ST,NORTH,9093,N. ELM ST,SOUTH,7872,BESSEMER AVE,WEST,1552,BESSEMER AVE,EAST,3031, , ,0,21548,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BESSEMER-NELMST.pdf,{FAFB94A1-36FE-4869-9F6B-EBFF0A695A88}
2548,E BESSERMER AVE & LINDSAY ST,1415836800000,LINDSAY ST,NORTH,2005,LINDSAY ST,SOUTH,3501,BESSEMER AVE,WEST,9441,BESSEMER AVE,EAST,8614, , ,0,23561,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BESSEMER-LINDSAY.pdf,{63668F78-B99D-4855-9FAB-DC83A91069C2}
2549,E BESSEMER AVE & SUMMIT AVE,1400716800000,SUMMIT AVE,NORTH,13787,SUMMIT AVE,SOUTH,11909,BESSEMER AVE,WEST,6216,BESSEMER AVE,EAST,8585, , ,0,40497,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BESSEMER-SUMMIT.pdf,{24CBCC4B-5510-4CD0-A903-2C0C9B11D59D}
2550,BRASSFIELD RD & NEW GARDEN RD,1404086400000,NEW GARDEN RD,NORTH,11644,NEW GARDEN RD,SOUTH,15832,BRASSFIELD RD,WEST,5406,BRASSFIELD RD,EAST,1258, , ,0,34140,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/BRASSFIELD-NEWGARDEN.pdf,{63E0CDD5-A503-46DD-B271-E74381BBF814}
2551,CAMPUS DR & WESTOVER TER,1399507200000,WESTOVER TERRACE,NORTH,9425,WESTOVER TERRACE,SOUTH,9425,CAMPUS DR,WEST,1476,,,0,, ,0,20326,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/CAMPUSDR-WESTOVER.pdf,{02086532-41D8-43AA-9E27-D7B7AED1227B}
2552,CANNON RD & W FRIENDLY AVE,1417651200000, ,NORTH,0,CANNON RD,SOUTH,461,W FRIENDLY AVE,WEST,11803,W FRIENDLY AVE,EAST,12642, , ,0,24906,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/CANNONRD-FRIENDLYAVE.pdf,{8DCE4197-5E8A-4D02-8379-9EC806FB72E5}
2553,CARLSON DAIRY RD & HORSE PEN CREEK RD,1405296000000,CARLSON DAIRY RD,NORTH,2942, ,SOUTH,0,HORSEPEN CREEK RD,WEST,6452,HORSEPEN CREEK RD,EAST,7208, , ,0,16602,2014,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2014/CARLSONDAIRYRD-HORSEPENCREEK.pdf,{62C07BF2-C0F8-454B-8CB1-AA9592390D42}
2554,LAKE JEANETTE RD & NEW GARDEN RD,1354579200000,NEW GARDEN RD E,NORTH,906,NEW GARDEN RD,SOUTH,291,LAKE JEANETTE RD,WEST,3084,LAKE JEANETTE RD,EAST,3259, , ,0,7540,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/LakeJeanetteRd-89455.pdf,{5C1AAC30-FEC7-4176-B90E-961F0DE0C013}
2555,LANDMARK CENTER DR & W WENDOVER AVE,1330992000000,LANDVIEW DR,NORTH,7321,LANDMARK CENTER DR,SOUTH,9249,W WENDOVER AVE,WEST,17283,W WENDOVER AVE,EAST,10798, , ,0,44651,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/LANDMARK-WENDOVER.pdf,{D9197608-75A9-4E64-9516-03F36E68E388}
2556,STANLEY RD & W WENDOVER AVE,1329177600000,LANDVIEW DR,NORTH,2043,STANLEY RD,SOUTH,4766,WENDOVER AVE,WEST,23447,WENDOVER AVE,EAST,21854, , ,0,52110,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/LANDVIEW-WENDOVER2012.pdf,{983F3B00-E3C0-47C9-92B0-24A7B1664EFA}
2557,LAWNDALE DR & PISGAH CHURCH RD,1329177600000,LAWNDALE DR,NORTH,14587,LAWNDALE DR,SOUTH,14878,PISGAH CHURCH RD,WEST,14126,PISGAH CHURCH RD,EAST,18544, , ,0,62135,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/LAWNDALE-PISGAHCHURCHRD.pdf,{E917DE5F-B574-468E-80F0-E160563A0C18}
2558,LEES CHAPEL RD & YANCEYVILLE ST,1337817600000,YANCEYVILLE ST,NORTH,4352,YANCEYVILLE ST,SOUTH,4218,LEES CHAPEL RD,WEST,8023,LEES CHAPEL RD,EAST,5692, , ,0,22285,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/LEESCHAPEL-YANCEYVILLE.pdf,{16869811-FB92-4001-8CDD-0A27AFEA7B34}
2559,W MARKET ST & MEADOWOOD ST,1332288000000,DOLLY MADISON RD,NORTH,5361,MEADOWOOD ST,SOUTH,5522,MARKET ST,WEST,13790,MARKET ST,EAST,14514, , ,0,39187,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/DOLLEYMADISON-MARKET2012.pdf,{25306B2F-4A92-4EBD-B390-FCE2A9412A3E}
2560,W MARKET ST & STAGE COACH TRL,1349913600000,STAGE COACH TRL,NORTH,1161, ,SOUTH,0,MARKET ST,WEST,6206,MARKET ST,EAST,6361, , ,0,13728,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/MARKET-STAGECOACH.pdf,{0102DBE3-840F-4290-AA03-6DF46F47D544}
2561,W MARKET ST & SWING RD,1349913600000,SWING RD,NORTH,841,SWING RD,SOUTH,2413,MARKET ST,WEST,6823,MARKET ST,EAST,6400, , ,0,16477,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/MARKET-SWINGRD.pdf,{6C69483E-F624-450D-AAD9-FBA2F03145AB}
2562,MERRITT DR & SPRING GARDEN ST,1332979200000,MERRITT DR,NORTH,497,MERRITT DR,SOUTH,8030,SPRING GARDEN ST,WEST,10298,SPRING GARDEN ST,EAST,7831, , ,0,26656,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/MERRITT DR-SPRING.pdf,{35C2A0E7-6FD5-4D28-B68B-29E782559189}
2563,MILILS RD & HIGH POINT RD,1326758400000,BONNER DR,NORTH,5056,MILLIS RD,SOUTH,2972,HIGH POINT RD,WEST,5646,HIGH POINT RD,EAST,9223, , ,0,22897,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/MILLISRD-HIGHPOINTRD.pdf,{85DC5C08-FF64-4E77-81F2-F84176D39B9A}
2564,NORCROSS RD & SANDY RIDGE RD,1336435200000,SANDY RIDGE RD,NORTH,8939,SANDY RIDGE RD,SOUTH,9034,NORCROSS RD,WEST,1583,DRIVEWAY,EAST,23, , ,0,19579,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/NORCROSS-SANDYRIDGE.pdf,{30D8DB4A-3CDB-4CEE-958B-78239DFE8B2A}
2565,NORTHLINE AVE & HOBBS RD,1331596800000,HOBBS RD,NORTH,3550,HOBBS RD,SOUTH,2216,NORTHLINE AVE,WEST,182,NORTHLINE AVE,EAST,3002, , ,0,8950,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/NORTHLINE-HOBBS.pdf,{E9F80C72-B370-4550-B589-31DF4DADF732}
2566,NORWALK ST & PATTERSON ST,1352332800000,PATTERSON ST,NORTH,6804,PATTERSON ST,SOUTH,7273,NORWALK ST,WEST,90,,EAST,0, , ,0,14167,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/NORWALK-PATTERSON.pdf,{A1C4D007-CB76-4671-82B4-FAF0A5C1C1D8}
2567,RANDLEMAN RD & W JJ DR,1345507200000,RANDLEMAN RD,NORTH,18072,RANDLEMAN RD,SOUTH,17353,JJ DR,WEST,2771,,EAST,NA, , ,0,28768,2012,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2012/JJDR-RANDLEMANRD.pdf,{6C81610B-F170-49E6-994E-1EC14A679AFF}
2568,S AYCOCK ST & W GATE CITY BLVD,1317686400000,AYCOCK ST,NORTH,17780,AYCOCK ST,SOUTH,7430,W GATE CITY BLVD,WEST,27344,W GATE CITY BLVD,EAST,25288, , ,0,38921,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/AYCOCK-LEE2011.pdf,{0904BE68-CC26-49A5-8C78-7AF65FC09C2C}
2569,BELLEMEADE ST & N EUGENE ST,1311206400000,EUGENE ST,NORTH,5328,EUGENE ST,SOUTH,6100,BELLEMEADE ST,WEST,1346,EUGENE ST,EAST,1239, , ,0,14013,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/BELLEMEADE-EUGENE2011.pdf,{350189E7-3A4F-4494-9A3D-89FB320F33A3}
2570,BELLEMEADE ST & N GREENE ST,1310428800000,GREENE ST,NORTH,2909, ,,NA,BELLEMEADE ST,WEST,2479,BELLEMEADE ST,EAST,2577, , ,0,7965,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/BELLEMEADE-GREENE2011.pdf,{5374F7D1-92B6-463A-ADF1-71F6F2878B31}
2571,BENJAMIN PKWY & GARLAND DR,1322524800000,BENJAMIN PKWY,NORTH,3860,BENJAMIN PKWY,SOUTH,5189,GARLAND DR,WEST,205,GARLAND DR,EAST,507, , ,0,9761,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/GARLAND-BENJAMINP2011.pdf,{4B2C337A-7934-48B3-98C0-E552CEC2EEE4}
2572,BURLINGTON RD & FRANKLIN BLVD,1312848000000,BURLINGTON RD,NORTH,7132,BURLINGTON RD,SOUTH,7706,BESSEMER AVE,WEST,6492,BESSEMER AVE,EAST,7416, , ,0,14373,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/BURLINGTON-FRANKLIN2011.pdf,{05462BC4-CAB0-4FD6-9A57-87F02396B2C6}
2573,N CHURCH ST & E FRIENDLY AVE,1313452800000,CHURCH ST,NORTH,3763,CHURCH ST,SOUTH,3048,,,NA,FRIENDLY AVE,EAST,7567, , ,0,14378,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/CHURCH-FRIENDLY2011.pdf,{32E0D880-4040-455D-B332-86B059AB74B3}
2574,CLIFTON RD & W WENDOVER AVE,1313625600000,BUSINESS PARK,NORTH,693,CLIFTON RD,SOUTH,1768,WENDOVER AVE,WEST,20270,WENDOVER AVE,EAST,21676, , ,0,44407,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/CLIFTON-WENDOVER2011.pdf,{724A1C64-17CF-4157-987B-E5493B7EE2AC}
2575,CONE BLVD & LAWNDALE DR,1314662400000,NA,NA,NA,LAWNDALE DR,SOUTH,2289,CONE BLVD,WEST,8603,CONE BLVD,EAST,9651,NA,NA,NA,20543,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/CONE-LAWNDALE2011.pdf,{CB2D27FF-364C-4DD2-8A1C-7A3DD48594DE}
2576,COLISEUM BLVD & W FLORIDA ST,1317686400000,COLISEUM BLVD,NORTH,3537,COLISEUM BLVD,SOUTH,3348,FLORIDA ST,WEST,4930,FLORIDA ST,EAST,4242, , ,0,16057,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/COLISEUM-FLORIDA2011.pdf,{521193CE-18E7-4457-B948-9C4AD4ACCCC6}
2577,S DAVIE ST & FEBRUARY ONE PL,1311811200000,DAVIE ST,NORTH,1342,DAVIE ST,SOUTH,3581,E FEBRUARY ONE PL,WEST,593,,,0, , ,0,5516,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/DAVIE-FEBRUARYONE2011.pdf,{F1CA5970-5C90-4461-AFC2-4F6BCE9EAD61}
2578,N DAVIE ST & E FRIENDLY AVE,1311638400000,DAVIE ST,NORTH,1452,DAVIE ST,SOUTH,5289,,,NA,E FRIENDLY AVE,EAST,7959, , ,0,14700,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/DAVIE-FRIENDLY2011.pdf,{D10EFD41-C778-425F-AAC8-687EA8A1C2D3}
2579,S DAVIE ST & E MARKET ST,1311638400000,DAVIE ST,NORTH,977,DAVIE ST,SOUTH,4071,MARKET ST,WEST,9014,,,NA, , ,0,14062,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/DAVIE-MARKET2011.pdf,{BA3955CE-CAD8-45D0-BAA4-6BBB5A9B9817}
2580,N DAVIE ST & SUMMIT AVE,1311638400000, ,NORTH,0,DAVIE ST,SOUTH,3550,SUMMIT AVE,WEST,1390,SUMMIT AVE,EAST,2729, , ,0,7669,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/DAVIE-SUMMIT2011.pdf,{D32DD17E-8C59-4CE4-9B91-726FC49E73AA}
2581,S DAVIE ST & E WASHINGTON ST,1311811200000,DAVIE ST,NORTH,2375,DAVIE ST,SOUTH,2827,WASHINGTON ST,WEST,4158,E WASHINGTON ST,EAST,1433, , ,0,10793,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/DAVIE-WASHINGTON2011.pdf,{78DFD123-D289-4AE0-936F-A8BAF4C66BE7}
2582,DUKE POWER & HILLTOP RD,1316649600000,DUKE POWER,NORTH,300,CROMWELL RD,SOUTH,354,HILLTOP RD,WEST,7993,HILLTOP RD,EAST,8165, , ,0,16812,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/DUKEPOWER-HILLTOP2011.pdf,{88590987-CC5C-406A-9A16-C9DAA63D44A6}
2583,S EDWARDIA DR & W WENDOVER AVE,1313625600000,EDWARDIA DR,NORTH,2187,EDWARDIA DR,SOUTH,69,WENDOVER AVE,WEST,26387,WENDOVER AVE,EAST,25279, , ,0,53922,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/EDWARDIA-WENDOVER2011.pdf,{0EA29A0C-02FD-447E-AA92-1CD0850D814F}
2584,N ENGLISH ST & E WENDOVER AVE,1312243200000,ENGLISH ST,NORTH,3118,ENGLISH ST,SOUTH,4396,WENDOVER AVE,WEST,14756,WENDOVER AVE,EAST,14111, , ,0,36381,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/ENGLISH-WENDOVER2011.pdf,{6F8966FD-8B42-47A2-A6EC-9C2E6228BCD1}
2585,N EUGENE ST & W FISHER AVE,1311206400000,EUGENE ST,NORTH,1852,EUGENE ST,SOUTH,1710,,,NA,FISHER AVE,EAST,6305, , ,0,9867,2011,http://gis.greensboro-nc.gov/gisimages/TrafficCounts/newpeak2011/EUGENE-FISHER2011.pdf,{C0E3F836-784A-4DA6-A86B-CEA20D8CA60C}
